MU_1;MU_2;MU_3;MU_4;MU_5;MU_6
-0.001027068491437388;0.00020694539901123098;-0.0007318495338769452;-0.0003960500481048828;0.0003097781140911673;0.0004160495173394082
-0.0009398262983230949;0.0003394075889051594;-0.0007778990626504109;-0.00043531127324859104;0.00032624532096406676;0.0004337033584250835
-0.0008382049417059488;0.000476091817797023;-0.0008175718227465318;-0.00048481593717094473;0.00033360842676465546;0.0004640482058119805
-0.0007239839544507219;0.0006143136741827241;-0.0008510672950514612;-0.0005324221331343831;0.00033701138651051225;0.0004886647289654379
-0.0005983505753277196;0.0007511518552152718;-0.0008781974797421059;-0.0005623353112404776;0.0003481240022661427;0.0004826002770467465
-0.0004624517387913221;0.0008833274438235378;-0.0008977248000617952;-0.0005637772894650997;0.0003804499630285097;0.0004287625287385064
-0.0003185642246033398;0.0010072441781950605;-0.0009071592653734365;-0.0005416091853154926;0.00044017575199129915;0.0003359819531355453
-0.00017138597427806363;0.001119316315478317;-0.0009034771872575866;-0.0005224337531577309;0.0005163443552853493;0.00024992013446110533
-2.8529890867345528e-05;0.001216580304567052;-0.000884856156128532;-0.0005487514451879566;0.0005771741993848038;0.0002440831204290858
0.00010072987346180029;0.0012973665132369424;-0.0008528508380427157;-0.0006575703686390775;0.0005794916972086589;0.0003842477246040816
0.00020877815873821852;0.0013615929754792566;-0.000813758435260961;-0.0008487792859312672;0.0004936151090226049;0.0006743389311445029
0.00029410951177222716;0.001410183171995808;-0.000777736815152767;-0.001059365081450319;0.0003370408693344752;0.0010100154856709956
0.0003646165403953256;0.0014433324842284968;-0.000754997439318866;-0.0011655018104821;0.00020084825565413843;0.0011768008314847899
0.00043689843271732;0.0014578599054723763;-0.0007501366670156014;-0.0010281601015691493;0.00024950598208467543;0.0009198863958894896
0.0005299859807928623;0.0014445062119950833;-0.0007576690362809299;-0.0005759548793374392;0.0006835773700191823;7.724455872763995e-05
0.0006549645077807994;0.0013864875465370245;-0.0007625440227990212;0.00011204558562106648;0.001674732730792986;-0.001282217322767611
0.0008055447937757169;0.0012607601742898628;-0.0007469416443999962;0.0007824610190141716;0.0032995190806578215;-0.0028051354800942402
